"chromosome","gene_name","start","end"
"1","FAF1-AS1",50461469,50471150
"1","FALEC",150515757,150518032
"1","FAM110D",26159079,26163962
"1","FAM131C",16057769,16073651
"1","FAM131C2P",16035178,16040029
"1","FAM133FP",227598424,227599094
"1","FAM138A",34554,36081
"1","FAM151A",54609181,54623556
"1","FAM163A",179743291,179816198
"1","FAM167B",32247222,32248856
"1","FAM177B",222737202,222751004
"1","FAM204BP",197746751,197747451
"1","FAM20B",179025804,179076567
"1","FAM229A",32361270,32364278
"1","FAM41C",868071,876903
"1","FAM43B",20552573,20555020
"1","FAM72A",206186179,206204414
"1","FAM72B",121167646,121185539
"1","FAM72C",143955287,143971986
"1","FAM72D",145095974,145112696
"1","FAM76A",27725961,27763116
"1","FAM78B",166057426,166167001
"1","FAM78B-AS1",166081183,166087483
"1","FAM87B",817371,819837
"1","FAM89A",231018958,231040254
"1","FAM91A2P",149675205,149677740
"1","FAM91A3P",143766540,143769083
"1","FASLG",172659103,172666876
"1","FBLIM1",15756607,15786594
"1","FBXO2",11637018,11655785
"1","FBXO28",224114111,224162047
"1","FBXO42",16246840,16352480
"1","FBXO44",11654375,11663327
"1","FBXO6",11664200,11674354
"1","FCAMR",206957965,206970625
"1","FCER1A",159289714,159308224
"1","FCER1G",161215234,161220699
"1","FCF1P6",50405430,50406024
"1","FCF1P7",243267257,243268119
"1","FCGR1A",149782671,149791675
"1","FCGR1BP",121087298,121097161
"1","FCGR1CP",143874793,143883575
"1","FCGR2A",161505430,161524013
"1","FCGR2B",161663143,161678654
"1","FCGR2C",161581339,161605662
"1","FCGR3A",161541759,161550968
"1","FCGR3B",161623196,161631963
"1","FCMR",206903317,206923247
"1","FCN3",27369110,27374824
"1","FCRL1",157794403,157820120
"1","FCRL2",157745733,157777132
"1","FCRL3",157674321,157700769
"1","FCRL4",157573747,157598085
"1","FCRL5",157513377,157552515
"1","FCRL6",159800511,159816257
"1","FCRLA",161706972,161714352
"1","FCRLB",161721544,161728143
"1","FDPS",155308748,155320666
"1","FDPSP1",187563061,187564131
"1","FDPSP8",211660189,211661277
"1","FEN1P1",91328369,91329513
"1","FGFR3P6",247119669,247120278
"1","FGGY",59296638,59810647
"1","FGGY-DT",59131932,59296491
"1","FGR",27612064,27635185
"1","FH",241497511,241519799
"1","FHAD1",15236521,15400283
"1","FHAD1-AS1",15326680,15343876
"1","FHL3",37996770,38005606
"1","FLAD1",154983338,154993111
"1","FLG",152302165,152325239
"1","FLG-AS1",152168125,152445456
"1","FLG2",152348735,152360006
"1","FLVCR1",212858275,212899363
"1","FLVCR1-DT",212852105,212858139
"1","FMN2",240014348,240475187
"1","FMO1",171248471,171285978
"1","FMO10P",166665885,166682196
"1","FMO11P",166763334,166792767
"1","FMO2",171185249,171212686
"1","FMO3",171090901,171117819
"1","FMO4",171314183,171342084
"1","FMO5",147175351,147243050
"1","FMO6P",171137740,171161568
"1","FMO7P",166474745,166481565
"1","FMO8P",166566178,166580705
"1","FMO9P",166603916,166631400
"1","FMOD",203340628,203351758
"1","FNBP1L",93448118,93554661
"1","FNDC10",1598012,1600135
"1","FNDC5",32862268,32872482
"1","FNDC7",108712908,108742749
"1","FOXD2",47438044,47440691
"1","FOXD2-AS1",47432133,47434641
"1","FOXD3",63322567,63325128
"1","FOXD3-AS1",63320878,63324441
"1","FOXE3",47416285,47418052
"1","FOXJ3",42176539,42335877
"1","FOXO6",41361922,41383590
"1","FOXO6-AS1",41375004,41375669
"1","FPGT",74198238,74234086
"1","FPGT-TNNI3K",74198235,74544393
"1","FRRS1",99703970,99766635
"1","FTH1P1",37544763,37545294
"1","FTH1P2",228687415,228687826
"1","FTH1P22",116775104,116775623
"1","FTH1P25",185071567,185072035
"1","FTLP17",104153306,104153830
"1","FTLP18",36630335,36630857
"1","FUBP1",77944055,77979110
"1","FUCA1",23845077,23868290
"1","FYB2",56718789,56819696
"1","G0S2",209675412,209676390
"1","GABPB2",151070578,151125542
"1","GABRD",2019329,2030758
"1","GADD45A",67685201,67688334
"1","GALE",23795599,23800781
"1","GALNT2",230057990,230282122
"1","GAPDHP20",32402109,32403115
"1","GAPDHP23",119462029,119463021
"1","GAPDHP24",214870734,214871716
"1","GAPDHP27",119558755,119559774
"1","GAPDHP29",94302038,94303022
"1","GAPDHP32",119533749,119534746
"1","GAPDHP33",119596167,119597179
"1","GAPDHP46",92114803,92115796
"1","GAPDHP51",51707138,51708137
"1","GAPDHP58",119495836,119496841
"1","GAPDHP64",116713833,116714835
"1","GAPDHP74",119434166,119435080
"1","GAPDHP75",189132350,189133292
"1","GARIN4",212624474,212626775
"1","GAS5",173858559,173868882
"1","GAS5-AS1",173862473,173863941
"1","GATAD2B",153789030,153923360
"1","GBA1",155234452,155244699
"1","GBAP1",155213821,155227574
"1","GBP1",89051882,89065360
"1","GBP1P1",89407679,89426243
"1","GBP2",89106132,89150456
"1","GBP3",89006679,89022894
"1","GBP4",89181144,89198942
"1","GBP5",89256189,89272860
"1","GBP6",89364059,89388160
"1","GBP7",89131742,89176009
"1","GCLM",93885199,93909456
"1","GCSAML",247507058,247577690
"1","GCSHP5",168055901,168056422
"1","GDAP2",117863485,117929621
"1","GDI2P2",72274552,72275159
"1","GEMIN2P1",153717303,153718347
"1","GEMIN8P4",89993593,89994321
"1","GFI1",92473043,92486925
"1","GGPS1",235327350,235344532
"1","GIPC2",77979542,78138444
"1","GJA4",34792999,34795747
"1","GJA5",147756199,147773362
"1","GJA8",147902795,147909269
"1","GJA9",38874069,38881587
"1","GJB3",34781214,34786369
"1","GJB4",34759740,34762327
"1","GJB5",34755047,34758512
"1","GJC2",228149930,228159826
"1","GLIS1",53506237,53739164
"1","GLMN",92246402,92298987
"1","GLMP",156290089,156295689
"1","GLRX2",193090866,193106114
"1","GLRX5P2",161034834,161035006
"1","GLUL",182378098,182392206
"1","GM2AP2",171392229,171392790
"1","GMEB1",28668778,28719353
"1","GNAI3",109548615,109600195
"1","GNAT2",109603091,109619929
"1","GNB1",1785285,1892292
"1","GNB1-DT",1891223,1892726
"1","GNG12",67701475,67833467
"1","GNG12-AS1",67832293,68202987
"1","GNG4",235547685,235650754
"1","GNG5",84498323,84506581
"1","GNL2",37566816,37595937
"1","GNPAT",231241207,231277973
"1","GNRHR2",145919013,145925341
"1","GOLPH3L",150646230,150697154
"1","GOLT1A",204198163,204213988
"1","GON4L",155749659,155859400
"1","GORAB",170531819,170553834
"1","GORAB-AS1",170460453,170532647
"1","GOT2P1",55367466,55368774
"1","GOT2P2",173141100,173142350
"1","GPA33",167052836,167166479
"1","GPATCH2",217426992,217631090
"1","GPATCH3",26890488,26900467
"1","GPATCH4",156594301,156601496
"1","GPBP1L1",45627304,45688113
"1","GPN2",26876132,26890283
"1","GPR137B",236142505,236221865
"1","GPR153",6247353,6261098
"1","GPR157",9100305,9129102
"1","GPR161",168079542,168137667
"1","GPR199P",34975699,34978706
"1","GPR25",200872981,200874178
"1","GPR3",27392622,27395814
"1","GPR37L1",202122886,202133592
"1","GPR52",174447964,174449545
"1","GPR61",109539872,109548406
"1","GPR88",100538139,100542021
"1","GPR89A",145607988,145670650
"1","GPR89B",147928393,147993592
"1","GPSM2",108875350,108934545
"1","GPX7",52602371,52609051
"1","GREM2",240489573,240612155
"1","GRHL3",24199558,24364482
"1","GRHL3-AS1",24307556,24321901
"1","GRIK3",36795527,37034515
"1","GS1-279B7.1",185321157,185335039
"1","GSTM1",109687814,109709039
"1","GSTM2",109668022,109709551
"1","GSTM3",109733932,109741038
"1","GSTM4",109656099,109665496
"1","GSTM5",109711780,109775428
"1","GTF2B",88852633,88891944
"1","GTF2F2P2",40593633,40594353
"1","GTF2IP20",223982754,223988154
"1","GUCA2A",42162690,42164745
"1","GUCA2B",42153410,42155820
"1","GUK1",228139962,228148984
"1","GYG1P3",55222379,55223372
"1","H2AC18",149842218,149842750
"1","H2AC19",149851061,149851594
"1","H2AC20",149886918,149887411
"1","H2AC21",149887469,149887965
"1","H2AC25",228434777,228457873
"1","H2BC18",149782689,149812373
"1","H2BC19P",149843041,149843533
"1","H2BC20P",149850193,149850772
"1","H2BC21",149884459,149886682
"1","H2BC26",228458103,228463104
"1","H2BC27P",228464213,228464594
"1","H2BP1",121107171,121117294
"1","H2BP2",143904223,143904603
"1","H3-3A",226061851,226072019
"1","H3-3A-DT",226045561,226061898
"1","H3-4",228424845,228425360
"1","H3-7",143894544,143905977
"1","H3C13",149813225,149813693
"1","H3C14",149840687,149841208
"1","H3C15",149852608,149853125
"1","H3P1",23949016,23949383
"1","H3P2",52943536,52943930
"1","H3P3",92749175,92749330
"1","H3P4",121118195,121118610
"1","H4C14",149832657,149839767
"1","H4C15",149854045,149861159
"1","H6PD",9234774,9271337
"1","HAO2",119368779,119394130
"1","HAO2-IT1",119368946,119370331
"1","HAPLN2",156619331,156625725
"1","HAUS4P1",170369223,170370367
"1","HAX1",154272355,154275875
"1","HCN3",155277463,155289848
"1","HCRTR1",31617686,31632518
"1","HDAC1",32292083,32333635
"1","HDAC1P2",220625740,220628056
"1","HDGF",156742109,156766925
"1","HEATR1",236549005,236604516
"1","HECTD3",45002540,45011324
"1","HENMT1",108648290,108661526
"1","HES2",6412418,6424670
"1","HES3",6244179,6245578
"1","HES4",998962,1000172
"1","HES5",2528745,2530263
"1","HEYL",39623435,39639643
"1","HFM1",91260766,91404856
"1","HHAT",210328252,210676296
"1","HHIPL2",222522258,222548104
"1","HHLA3",70354786,70385339
"1","HHLA3-AS1",70359562,70360437
"1","HIGD1AP11",53073110,53073389
"1","HIGD1AP12",111380291,111380571
"1","HIPK1",113929324,113977869
"1","HIPK1-AS1",113924000,113929495
"1","HIVEP3",41506365,42035925
"1","HJV",146017468,146036746
"1","HLX",220879431,220885059
"1","HLX-AS1",220832763,220880140
"1","HMCN1",185734391,186190949
"1","HMGB1P11",171270954,171271590
"1","HMGB1P18",80283352,80283970
"1","HMGB1P26",229705234,229705861
"1","HMGB1P45",50398825,50399773
"1","HMGB1P48",45530927,45532139
"1","HMGB3P10",99698242,99699178
"1","HMGB3P6",164356767,164357364
"1","HMGB3P9",92647048,92647630
"1","HMGB4",33860475,33864791
"1","HMGCL",23801885,23838620
"1","HMGCS2",119748002,119768905
"1","HMGN1P4",182942115,182942404
"1","HMGN1P5",158266753,158267320
"1","HMGN2",26472440,26476642
"1","HMGN2P17",8893409,8894151
"1","HMGN2P18",155148544,155148813
"1","HMGN2P19",229570532,229570796
"1","HMGN3P1",152399577,152399769
"1","HNRNPA1P42",240919653,240920609
"1","HNRNPA1P43",115856910,115857819
"1","HNRNPA1P46",191146025,191146961
"1","HNRNPA1P54",179447602,179457315
"1","HNRNPA1P59",202911812,202912729
"1","HNRNPA1P6",58048175,58049291
"1","HNRNPA1P63",54536796,54537758
"1","HNRNPA1P64",80451083,80452004
"1","HNRNPA1P68",100941017,100941995
"1","HNRNPA3P12",53974969,53976031
"1","HNRNPA3P14",81426456,81427605
"1","HNRNPCL1",12847377,12848720
"1","HNRNPCL2",13115488,13116854
"1","HNRNPCL3",13060769,13062878
"1","HNRNPCL4",13163914,13165631
"1","HNRNPCP9",67660155,67661013
"1","HNRNPFP1",42040597,42041729
"1","HNRNPR",23303771,23344336
"1","HNRNPU",244840638,244864560
"1","HOOK1",59814786,59876322
"1","HORMAD1",150698060,150720895
"1","HP1BP3",20740266,20787323
"1","HPCA",32885994,32898441
"1","HPCAL4",39678648,39691485
"1","HPDL",45326895,45328710
"1","HRNR",152212076,152224193
"1","HS2ST1",86914635,87109982
"1","HS6ST1P1",21428303,21429536
"1","HSD11B1",209686178,209734949
"1","HSD11B1-AS1",209661356,209724125
"1","HSD17B7",162790702,162812823
"1","HSD17B7P1",247827486,247828502
"1","HSD3B1",119507198,119515054
"1","HSD3B2",119414931,119423035
"1","HSD3BP1",119467221,119473803
"1","HSD3BP2",119439001,119446086
"1","HSD3BP3",119538509,119545913
"1","HSD3BP4",119564066,119572067
"1","HSD3BP5",119601340,119609250
"1","HSP90AA3P",158523672,158525838
"1","HSP90B3P",91642516,91644082
"1","HSPA5P1",38708931,38710890
"1","HSPA6",161524540,161526894
"1","HSPA7",161606291,161608217
"1","HSPB7",16014028,16019594
"1","HSPD1P14",33838523,33840140
"1","HSPE1P24",10895761,10895998
"1","HSPE1P25",77853355,77853893
"1","HSPE1P27",21161475,21162081
"1","HSPE1P6",203903723,203904013
"1","HSPE1P8",39304294,39304898
"1","HSPG2",21822244,21937310
"1","HTR1D",23191895,23217502
"1","HTR6",19664875,19680966
"1","HYDIN2",146547367,146898974
"1","HYI",43450989,43453989
"1","HYI-AS1",43453927,43456995
"1","IARS2",220094132,220148041
"1","IBA57",228165804,228182257
"1","IBA57-DT",228164086,228165512
"1","ICMT",6221193,6235972
"1","ICMT-DT",6234692,6239444
"1","ID3",23557926,23559501
"1","IER5",181088700,181092900
"1","IFFO2",18904280,18956676
"1","IFI16",158999968,159055155
"1","IFI44",78649796,78664078
"1","IFI44L",78619902,78646145
"1","IFI6",27666064,27672212
"1","IFITM3P7",25125053,25125454
"1","IFNLR1",24154168,24187959
"1","IFT25",53916574,53945699
"1","IGFN1",201190824,201228952
"1","IGKV1OR1-1",144085628,144086098
"1","IGSF21",18107798,18378483
"1","IGSF21-AS1",18166929,18179346
"1","IGSF3",116574399,116667755
"1","IGSF8",160091340,160098943
"1","IGSF9",159927039,159945613
"1","IKBKE",206470476,206496889
"1","IKBKE-AS1",206491116,206497728
"1","IL10",206767602,206774541
"1","IL12RB2",67307364,67398724
"1","IL19",206770764,206842981
"1","IL20",206865623,206869223
"1","IL22RA1",24119771,24143140
"1","IL23R",67138907,67259979
"1","IL24",206897443,206904139
"1","IL6R",154405193,154469450
"1","IL6R-AS1",154402328,154406564
"1","ILDR2",166895711,166975540
"1","ILF2",153661788,153671028
"1","INAVA",200891048,200915742
"1","INKA2",111680630,111755824
"1","INKA2-AS1",111739579,111747798
"1","INPP5B",37860697,37947053
"1","INSL5",66797740,66801276
"1","INSRR",156840063,156859117
"1","INTS11",1311585,1324687
"1","INTS3",153728050,153774808
"1","INTS7",211940399,212035557
"1","IPO13",43946950,43968022
"1","IPO8P1",210859177,210862285
"1","IPO9",201829149,201884291
"1","IPO9-AS1",201688259,201829559
"1","IPP",45694324,45750653
"1","IQCC",32205671,32208682
"1","IQGAP3",156525405,156572604
"1","IRF2BP2",234604269,234610178
"1","IRF6",209785617,209806175
"1","ISCA1P2",229042171,229042591
"1","ISCUP1",170211010,170211457
"1","ISG15",1001138,1014540
"1","ISG20L2",156721891,156728766
"1","ITGA10",145891208,145910111
"1","ITGB3BP",63440770,63593721
"1","ITLN1",160876540,160885180
"1","ITLN2",160945025,160954809
"1","ITPKB",226631690,226739323
"1","ITPKB-AS1",226668897,226676345
"1","ITPKB-IT1",226656080,226675092
"1","IVL",152908546,152911886
"1","IVNS1ABP",185296388,185317273
"1","JAK1",64833223,65067754
"1","JMJD4",227730425,227735411
"1","JTB",153974269,153977674
"1","JTB-DT",153977727,153979160
"1","JUN",58776845,58784048
"1","KANK4",62236165,62319434
"1","KATNBL1P2",94650544,94651378
"1","KAZN",13892792,15118043
"1","KAZN-AS1",14338825,14419973
"1","KCNA10",110517217,110519175
"1","KCNA2",110519837,110631474
"1","KCNA3",110653560,110674940
"1","KCNAB2",5990927,6101193
"1","KCNC4",110210314,110283100
"1","KCNC4-DT",110208834,110209987
"1","KCND3",111770662,111989668
"1","KCND3-AS1",111909336,111910931
"1","KCND3-IT1",111853762,111856905
"1","KCNH1",210676823,211134165
"1","KCNH1-IT1",211132588,211133374
"1","KCNJ10",159998651,160070160
"1","KCNJ9",160081538,160090563
"1","KCNK1",233614106,233672514
"1","KCNK2",215005775,215237090
"1","KCNN3",154697455,154870281
"1","KCNQ4",40783787,40840452
"1","KCNT2",196225779,196609225
"1","KCTD3",215567304,215621807
"1","KDF1",26949562,26960468
"1","KDM1A",23019443,23083689
"1","KDM4A",43650149,43705518
"1","KDM4A-AS1",43685123,43708138
"1","KDM5B",202724495,202808487
"1","KHDC4",155913045,155934413
"1","KHDRBS1",32013868,32060850
"1","KIAA0040",175156986,175192999
"1","KIAA0319L",35393883,35557950
"1","KIAA1522",32741830,32774970
"1","KIAA1614",180912897,180951614
"1","KIAA1614-AS1",180949699,180954887
"1","KIAA2013",11919591,11926428
"1","KIF14",200551497,200620751
"1","KIF17",20664014,20718017
"1","KIF1B",10210570,10381603
"1","KIF21B",200969390,201023714
"1","KIF26B",245154985,245709432
"1","KIF26B-AS1",245206444,245234501
"1","KIF28P",246771837,246839611
"1","KIF2C",44739818,44767767
"1","KIFAP3",169921326,170085208
"1","KIRREL1",157993273,158100262
"1","KIRREL1-IT1",158025550,158031166
"1","KISS1",204190341,204196491
"1","KLF17",44118821,44135140
"1","KLF18",44137821,44141631
"1","KLHDC7A",18480930,18485974
"1","KLHDC8A",205336061,205357090
"1","KLHDC9",161098361,161100346
"1","KLHL12",202891116,202928636
"1","KLHL17",960584,965719
"1","KLHL20",173714941,173786692
"1","KLHL21",6590724,6614607
"1","KMO",241532134,241595642
"1","KMT2CP1",144276484,144679513
"1","KMT2CP2",144286847,144305180
"1","KMT2CP3",143461221,143498767
"1","KNCN",46545641,46551647
"1","KPNA6",32108056,32176563
"1","KPRP",152758025,152762056
"1","KRT18P12",214532195,214533467
"1","KRT18P28",182959074,182960405
"1","KRT18P32",238491358,238492644
"1","KRT18P57",111648291,111649544
"1","KRT8P21",73104792,73106282
"1","KRT8P28",151949523,151950912
"1","KRT8P29",203872574,203874187
"1","KRT8P45",157073257,157074703
"1","KRT8P47",44103306,44104703
"1","KRTCAP2",155169408,155173475
"1","KTI12",52032103,52033810
"1","KYAT3",88935773,88992953
"1","L1TD1",62194849,62212328
"1","LACTBL1",22953043,22972866
"1","LAD1",201380833,201399915
"1","LAMB3",209614870,209652425
"1","LAMC1",183023420,183145592
"1","LAMC1-AS1",183138402,183141282
"1","LAMC2",183186238,183245127
"1","LAMTOR2",156054782,156058506
"1","LAMTOR5",110401249,110407942
"1","LAMTOR5-AS1",110347116,110443817
"1","LAMTOR5P1",62038842,62039111
"1","LAPTM4BP1",153379821,153380799
"1","LAPTM5",30732469,30757774
"1","LARP7P1",203400266,203400581
"1","LAX1",203765177,203776372
"1","LBR",225401502,225428925
"1","LCE1A",152827473,152828097
"1","LCE1B",152811971,152813108
"1","LCE1C",152804832,152806651
"1","LCE1D",152796721,152798181
"1","LCE1E",152786214,152788426
"1","LCE1F",152775140,152777024
"1","LCE2A",152698345,152699442
"1","LCE2B",152686123,152687397
"1","LCE2C",152675279,152676569
"1","LCE2D",152663380,152664659
"1","LCE3A",152622834,152623103
"1","LCE3B",152613811,152614098
"1","LCE3C",152600234,152601086
"1","LCE3D",152579381,152580516
"1","LCE3E",152565654,152566780
"1","LCE4A",152708160,152709434
"1","LCE5A",152510803,152512177
"1","LCE6A",152842856,152843983
"1","LCE7A",152859996,152861252
"1","LCEP1",152744299,152744606
"1","LCEP2",152737518,152737868
"1","LCEP3",152656332,152656501
"1","LCEP4",152644393,152644717
"1","LCK",32251244,32286165
"1","LDC1P",31500085,31509648
"1","LDHAP2",235738005,235738989
"1","LDLRAD1",54007298,54018186
"1","LDLRAD2",21812265,21825225
"1","LDLRAP1",25543606,25568886
"1","LEFTY1",225886282,225911382
"1","LEFTY2",225936598,225941383
"1","LEFTY3P",225803148,225803448
"1","LELP1",153203430,153205120
"1","LEMD1",205381378,205455954
"1","LEMD1-AS1",205373252,205387440
"1","LEMD1-DT",205455929,205469024
"1","LENEP",154993586,154994315
"1","LEPR",65420652,65641559
"1","LEPROT",65420587,65436007
"1","LEXM",54806063,54842252
"1","LGALS8",236518000,236552981
"1","LGALS8-AS1",236523052,236524508
"1","LGR6",202193799,202319781
"1","LHX4",180230264,180278984
"1","LHX8",75128434,75161533
"1","LHX9",197911902,197935478
"1","LIN28A",26410817,26429728
"1","LIN9",226231149,226309869
"1","LINC00115",824228,827539
"1","LINC00184",234629311,234634780
"1","LINC00210",217892900,217920804
"1","LINC00272",182407621,182414815
"1","LINC00303",204032447,204041265
"1","LINC00339",22024558,22031223
"1","LINC00466",63159083,63317274
"1","LINC00467",211382736,211435570
"1","LINC00538",213924749,213926654
"1","LINC00582",231591292,231612090
"1","LINC00622",119597702,119599271
"1","LINC00623",120913184,121009291
"1","LINC00624",147258885,147517875
"1","LINC00626",168784012,168792886
"1","LINC00628",204368431,204369719
"1","LINC00853",47179250,47180339
"1","LINC00862",200253419,200400705
"1","LINC00869",149606209,149705716
"1","LINC00970",168903905,169087005
"1","LINC01031",193304745,193365953
"1","LINC01035",188905688,189037564
"1","LINC01036",187070700,187687674
"1","LINC01128",825138,859446
"1","LINC01132",234724042,234736720
"1","LINC01133",159958035,159984750
"1","LINC01134",3900347,3917225
"1","LINC01135",58784384,58901109
"1","LINC01138",148290889,148519604
"1","LINC01139",238476542,238486060
"1","LINC01140",87129765,87169198
"1","LINC01141",20360579,20431234
"1","LINC01142",170271395,170284277
"1","LINC01144",45303910,45305619
"1","LINC01145",145164099,145216058
"1","LINC01160",111599655,111608723
"1","LINC01221",199016133,199076735
